identifier,pmid,doi,pmc,title,year,journal,publication_types,evidence_tier,what_it_measured,direction,classification_cardiac_plasma_source,verification_note,how_record_was_found
PMID:39639424,39639424,10.1111/odi.15214,,Schwann Cell-Mediated M2-Like Macrophage Polarization in Rhabdomyosarcoma.,2024,Oral Dis,Journal Article,irrelevant,"PTN-SDC3 ligand-receptor interaction, single-cell transcriptomics, tumor tissue (Schwann cells/macrophages), human/mouse",not_applicable,irrelevant,,abstract_search
PMID:38439956,38439956,10.1016/j.isci.2024.109180,PMC10909747,Mea6/cTAGE5 cooperates with TRAPPC12 to regulate PTN secretion and white matter development.,2024,iScience,Journal Article,irrelevant,"PTN secretion in mouse oligodendrocyte progenitor cells (Mea6/TRAPPC12-deficient), not plasma/cardiac",not_applicable,irrelevant,,abstract_search
PMID:38565140,38565140,10.1016/j.stem.2024.03.007,,Harnessing developmental dynamics of spinal cord extracellular matrix improves regenerative potential of spinal cord organoids.,2024,Cell Stem Cell,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN in decellularized spinal cord ECM (tissue), rabbit; not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:38861152,38861152,10.1007/s12975-024-01265-6,,Single-Cell Transcriptomics Revealed White Matter Repair Following Subarachnoid Hemorrhage.,2024,Transl Stroke Res,Journal Article,irrelevant,"PTN mRNA/protein in microglia, brain tissue, mouse SAH model",not_applicable,irrelevant,,abstract_search
PMID:39722335,39722335,10.1016/j.nbd.2024.106776,,"Pleiotrophin deletion prevents high-fat diet-induced cognitive impairment, glial responses, and alterations of the perineuronal nets in the hippocampus.",2024,Neurobiol Dis,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn gene knockout effects on brain/hippocampus in mice, no plasma/serum PTN measured",not_applicable,irrelevant,,abstract_search
PMID:36839981,36839981,10.3390/pharmaceutics15020658,PMC9966378,Pleiotrophin-Loaded Mesoporous Silica Nanoparticles as a Possible Treatment for Osteoporosis.,2023,Pharmaceutics,Journal Article,irrelevant,PTN protein loaded on nanoparticles tested in mouse pre-osteoblast and human MSC cell lines,not_applicable,irrelevant,,abstract_search
PMID:37024794,37024794,10.1186/s12864-023-09265-w,PMC10077760,Intercellular crosstalk in adult dental pulp is mediated by heparin-binding growth factors Pleiotrophin and Midkine.,2023,BMC Genomics,Journal Article,irrelevant,PTN/MDK mRNA in single-cell transcriptomes of human dental pulp fibroblasts,not_applicable,irrelevant,,abstract_search
PMID:37238989,37238989,10.3390/biomedicines11051318,PMC10215719,Implication of the PTN/RPTP&#x3b2;/&#x3b6; Signaling Pathway in Acute Ethanol Neuroinflammation in Both Sexes: A Comparative Study with LPS.,2023,Biomedicines,Journal Article,irrelevant,PTN in mouse brain/prefrontal cortex tissue and transgenic overexpression; not plasma/cardiac,not_applicable,irrelevant,,abstract_search
PMID:37393620,37393620,10.1016/j.celrep.2023.112737,PMC10530051,Dissecting the spermatogonial stem cell niche using spatial transcriptomics.,2023,Cell Rep,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/ligand-receptor spatial transcriptomics, testis tissue, mouse and human",not_applicable,irrelevant,,abstract_search
PMID:37443767,37443767,10.3390/cells12131733,PMC10341181,Pleiotrophin and the Expression of Its Receptors during Development of the Human Cerebellar Cortex.,2023,Cells,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN and receptors (PTPRZ1, NRP-1, ALK) in human fetal/neonatal cerebellar tissue via immunohistochemistry",not_applicable,irrelevant,,abstract_search
PMID:37465214,37465214,10.1177/26331055231186993,PMC10350765,Pleiotrophin Signals Through ALK Receptor to Enhance the Growth of Neurons in the Presence of Inhibitory Chondroitin Sulfate Proteoglycans.,2023,Neurosci Insights,Journal Article,irrelevant,PTN protein applied to primary cortical neuron cultures in vitro; not plasma/cardiac,not_applicable,irrelevant,,abstract_search
PMID:37610873,37610873,10.1016/j.celrep.2023.113022,,Pleiotrophin ameliorates age-induced adult hippocampal neurogenesis decline and cognitive dysfunction.,2023,Cell Rep,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN expression in mouse hippocampal neural stem/progenitor cells, not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:37611228,37611228,10.1021/acs.jproteome.3c00269,,The Combination of Quantitative Proteomics and Systems Genetics Analysis Reveals that PTN Is Associated with Sleep-Loss-Induced Cognitive Impairment.,2023,J Proteome Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn protein, hippocampus tissue, mouse (PCPA insomnia model)",not_applicable,irrelevant,,abstract_search
PMID:37691636,37691636,10.3389/fvets.2023.1155804,PMC10484483,Whole transcriptome analysis of canine pheochromocytoma and paraganglioma.,2023,Front Vet Sci,Journal Article,irrelevant,"PTN mRNA expression, tissue (pheochromocytoma/paraganglioma), canine",up_vs_control,irrelevant,,abstract_search
PMID:37704178,37704178,10.1016/j.imlet.2023.09.005,,Single-cell communication patterns and their intracellular information flow in synovial fibroblastic osteoarthritis and rheumatoid arthritis.,2023,Immunol Lett,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN single-cell signaling pathway in synovial fibroblasts, human tissue scRNA-seq",not_applicable,irrelevant,,abstract_search
PMID:36124532,36124532,10.4103/aja202258,PMC10069687,Identification of senescence-related molecular subtypes and key genes for prostate cancer.,2023,Asian J Androl,Journal Article,irrelevant,"PTN gene expression, prostate tumor tissue transcriptomic data, human",not_applicable,irrelevant,,abstract_search
PMID:36706907,36706907,10.1016/j.neuropharm.2023.109438,PMC10327582,Inhibition of RPTP&#x3b2;/&#x3b6; reduces chronic ethanol intake in adolescent mice and modulates ethanol effects on hippocampal neurogenesis and glial responses in a sex-dependent manner.,2023,Neuropharmacology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,no PTN measurement; PTN discussed as RPTPβ/ζ ligand in mouse hippocampal alcohol study,not_applicable,irrelevant,,abstract_search
PMID:37484951,37484951,10.3389/fendo.2023.1225150,PMC10360176,Pleiotrophin and metabolic disorders: insights into its role in metabolism.,2023,Front Endocrinol (Lausanne),"Journal Article; Review; Research Support, Non-U.S. Gov't",irrelevant,"none; review of PTN roles in metabolic organs, no plasma/cardiac measurement",not_applicable,irrelevant,,abstract_search
PMID:38169917,38169917,10.1080/2162402X.2023.2290790,PMC10761018,Cerebrospinal fluid immunological cytokines predict intracranial tumor response to immunotherapy in non-small cell lung cancer patients with brain metastases.,2023,Oncoimmunology,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN among 92 cytokines in CSF/plasma of NSCLC brain metastasis patients, human",not_applicable,irrelevant,,abstract_search
PMID:37051701,37051701,10.1089/neu.2022.0470,,Comparison of the Anti-Inflammatory Effects of Mouse Adipose- and Bone-Marrow-Derived Multilineage-Differentiating Stress-Enduring Cells in Acute-Phase Spinal Cord Injury.,2023,J Neurotrauma,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA expression in mouse Muse cells (microarray), not plasma or cardiac",not_applicable,irrelevant,,abstract_search
PMID:36840423,36840423,10.1111/odi.14554,,Pleiotrophin inhibited chondrogenic differentiation potential of dental pulp stem cells.,2023,Oral Dis,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN in dental pulp stem cells (cell culture), human",not_applicable,irrelevant,,abstract_search
PMID:37462506,37462506,10.1096/fj.202201766RRR,,Pleiotrophin ameliorates white matter injury of neonatal rats by activating the mTOR/YY1/Id4 signaling pathway.,2023,FASEB J,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN administered/studied in rat brain white matter injury model, not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:37808668,37808668,10.1101/2023.09.26.559633,PMC10557700,Dysregulation of astrocyte-secreted pleiotrophin contributes to neuronal structural and functional deficits in Down Syndrome.,2023,bioRxiv,Journal Article; Preprint,irrelevant,"Astrocyte-secreted pleiotrophin, brain tissue/cells, mouse (Ts65Dn Down Syndrome model)",down_vs_control,irrelevant,,abstract_search
PMID:34549793,34549793,10.1387/ijdb.210122ep,,On the role of pleiotrophin and its receptors in development and angiogenesis.,2022,Int J Dev Biol,Journal Article; Review,irrelevant,"none; review article discussing PTN expression/roles in development, no analyte measurement reported",not_applicable,irrelevant,,abstract_search
PMID:36123890,36123890,10.1097/MD.0000000000030580,PMC9478341,Genetic polymorphism of pleiotrophin is associated with pain experience in Japanese adults: Case-control study.,2022,Medicine (Baltimore),Journal Article,irrelevant,"PTN gene SNP (genetic polymorphism), not protein; human cancer pain cohort",not_applicable,irrelevant,,abstract_search
PMID:36411509,36411509,10.1111/jre.13073,PMC10099163,Expression of the pleiotrophin-midkine axis in a sheep tooth socket model of bone healing.,2022,J Periodontal Res,Journal Article,irrelevant,"PTN mRNA/protein in alveolar tooth socket tissue, sheep",no_difference,irrelevant,,abstract_search
PMID:36566969,36566969,10.1016/j.fct.2022.113578,,Pleiotrophin deficiency protects against high-fat diet-induced neuroinflammation: Implications for brain mitochondrial dysfunction and aberrant protein aggregation.,2022,Food Chem Toxicol,Journal Article,irrelevant,"Ptn knockout mice brain/circulating hormones (GIP, leptin, resistin), not plasma PTN, mouse",not_applicable,irrelevant,,abstract_search
PMID:35143418,35143418,10.1172/JCI155096,PMC8970680,Sec13 promotes oligodendrocyte differentiation and myelin repair through autocrine pleiotrophin signaling.,2022,J Clin Invest,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN secretion from oligodendrocytes (autocrine, cell culture/mouse CNS), not plasma",not_applicable,irrelevant,,abstract_search
PMID:35732610,35732610,,,[Villi exosomes deliver HLA-G to enhance the expression of osteoglycin and pleiotrophin in decidual NK cells].,2022,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,Journal Article,irrelevant,"PTN mRNA/protein in decidual NK cells (human), not plasma",not_applicable,irrelevant,,abstract_search
PMID:35046956,35046956,10.3389/fimmu.2021.800128,PMC8762329,Astrocyte-Derived Pleiotrophin Mitigates Late-Stage Autoimmune CNS Inflammation.,2022,Front Immunol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN in astrocytes/CNS tissue, mouse and human, MS/EAE model",up_vs_control,irrelevant,,abstract_search
PMID:35238393,35238393,10.1387/ijdb.210213cd,,"Pleiotrophin, nitric oxide and glutamate AMPA receptors in chick cerebellum morphogenesis.",2022,Int J Dev Biol,Journal Article,irrelevant,"Pleiotrophin-like immunoreactivity in chick embryonic cerebellum tissue (EGL), avian species",not_applicable,irrelevant,,abstract_search
PMID:35246557,35246557,10.1038/s41598-022-07419-6,PMC8897456,Metabolomics and biochemical alterations caused by pleiotrophin in the 6-hydroxydopamine mouse model of Parkinson's disease.,2022,Sci Rep,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN brain/striatal tissue overexpression and metabolites, mouse",not_applicable,irrelevant,,abstract_search
PMID:35250852,35250852,10.3389/fendo.2022.777868,PMC8894601,Pleiotrophin Expression and Actions in Pancreatic &#x3b2;-Cells.,2022,Front Endocrinol (Lausanne),"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Ptn mRNA/protein in mouse pancreatic beta-cells and INS1E cell line; not cardiac or plasma,not_applicable,irrelevant,,abstract_search
PMID:35328448,35328448,10.3390/ijms23063026,PMC8955691,The Interaction between Chondroitin Sulfate and Dermatan Sulfate Tetrasaccharides and Pleiotrophin.,2022,Int J Mol Sci,Journal Article,irrelevant,"PTN protein binding to synthetic CS/DS tetrasaccharides via NMR, no biological matrix",not_applicable,irrelevant,,abstract_search
PMID:35631323,35631323,10.3390/ph15050496,PMC9147657,Pleiotrophin Interaction with Synthetic Glycosaminoglycan Mimetics.,2022,Pharmaceuticals (Basel),Journal Article,irrelevant,"PTN protein structure/binding via NMR, in vitro; no biological matrix measured",not_applicable,irrelevant,,abstract_search
PMID:36055408,36055408,10.1016/j.jbc.2022.102443,PMC9531182,Ubiquitin ligase Triad1 promotes neurite outgrowth by inhibiting MDM2-mediated ubiquitination of the neuroprotective factor pleiotrophin.,2022,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein in rat spinal cord tissue and astrocyte/neuron cocultures, not cardiac or plasma",not_applicable,irrelevant,,abstract_search
PMID:36409210,36409210,10.1080/10286020.2022.2146583,,Total synthesis of chondroitin sulfate E oligosaccharides and biological study.,2022,J Asian Nat Prod Res,Journal Article,irrelevant,"SPR binding of synthetic CS-E oligosaccharides to recombinant pleiotrophin/midkine proteins, not plasma",not_applicable,irrelevant,,abstract_search
PMID:33921564,33921564,10.3390/life11040359,PMC8073529,A Comparative Analysis of Erythropoietin and Carbamoylated Erythropoietin Proteome Profiles.,2021,Life (Basel),Journal Article,irrelevant,"Pleiotrophin protein, rat brain vasculature (immunofluorescence), not plasma/cardiac",up_vs_control,irrelevant,,abstract_search
PMID:34153666,34153666,10.1016/j.intimp.2021.107689,,The ERK/CREB/PTN/syndecan-3 pathway involves in heparin-mediated neuro-protection and neuro-regeneration against cerebral ischemia-reperfusion injury following cardiac arrest.,2021,Int Immunopharmacol,Journal Article; Retracted Publication,irrelevant,PTN expression in rat brain tissue and primary neurons; not plasma; not human,up_vs_control,irrelevant,,abstract_search
PMID:34331952,34331952,10.1016/j.cca.2021.07.024,,Midkine: A multifaceted driver of atherosclerosis.,2021,Clin Chim Acta,Journal Article; Review,irrelevant,"Midkine (not PTN) discussed; PTN only mentioned as related protein family member, no measurement",not_applicable,irrelevant,,abstract_search
PMID:34502170,34502170,10.3390/ijms22179261,PMC8431550,Pleiotrophin Deficiency Induces Browning of Periovarian Adipose Tissue and Protects against High-Fat Diet-Induced Hepatic Steatosis.,2021,Int J Mol Sci,Journal Article,irrelevant,"PTN knockout mice; adipose/liver mRNA and tissue markers, mouse",not_applicable,irrelevant,,abstract_search
PMID:34551152,34551152,10.1096/fj.202101181R,PMC12316093,Deletion of pleiotrophin impairs glucose tolerance and liver metabolism in pregnant mice: Moonlighting role of glycerol kinase.,2021,FASEB J,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn-deficient mice liver/adipose tissue metabolism, glucose/lipid pathways; mouse, not plasma PTN or cardiac",not_applicable,irrelevant,,abstract_search
PMID:34110666,34110666,10.1111/odi.13929,,Pleiotrophin attenuates the senescence of dental pulp stem cells.,2021,Oral Dis,Journal Article,irrelevant,"PTN expression/knockdown in human dental pulp stem cells (cell culture), not plasma/cardiac",not_applicable,irrelevant,,abstract_search
